"","V1"
"的婚姻又被扣血",1
"的婚姻品質怎麼",1
"的婚姻時他很少",1
"的婚姻生活懷孕",1
"的婚姻蔚為流行",1
"的婚紗在禮堂內",1
"的媽但我在29",1
"的媽可能是話說",1
"的媽媽了EX4",1
"的媽媽們大概只",1
"的媽媽好可憐啊",1
"的媽媽就是要這",1
"的媽媽才開口那",1
"的媽媽真的很辛",1
"的嫁啊沒變過啊",1
"的嬉鬧聲都有種",1
"的嬰孩照分享都",1
"的孕婦工作的事",1
"的字我就知道是",1
"的存摺並表示不",1
"的存款跟我差不",1
"的存款都還沒破",1
"的孤兒這種玩笑",1
"的孩子不希望他",1
"的孩子也一定可",1
"的孩子們生在一",1
"的孩子會長得如",1
"的孩子無負擔的",1
"的學不會任何忍",1
"的完全不會想生",1
"的完全沒錯好恨",1
"的定樂才是比較",1
"的定義你所謂的",1
"的宮廷舞會已經",1
"的家人和婆家希",1
"的家人的陪伴照",1
"的家底可以把有",1
"的家庭不同他們",1
"的家庭不懂的人",1
"的家庭之前有人",1
"的家庭在比較台",1
"的家庭如果不是",1
"的家庭我身邊有",1
"的家庭這本來就",1
"的家所以那時候",1
"的家產甚至連房",1
"的家第一次露宿",1
"的家裡氣氛很差",1
"的容忍度會變差",1
"的寄託有一個家",1
"的富裕人口活著",1
"的實利主義者本",1
"的寶寶的確不是",1
"的寶貝回娘家我",1
"的寶貴經驗缺乏",1
"的對我來說努力",1
"的對象<U+B",1
"的對象但工作生",1
"的對象但是因為",1
"的對象但有一個",1
"的對象啦不要想",1
"的對象男友明年",1
"的對象那真的快",1
"的導致的憂鬱很",1
"的小事都是奢求",1
"的小公寓更溫暖",1
"的小坪數大樓房",1
"的小孩，但會接",1
"的小孩但是我們",1
"的小孩你們會有",1
"的小孩你生的你",1
"的小孩們長大後",1
"的小孩出門一整",1
"的小孩半路拉屎",1
"的小孩又會覺得",1
"的小孩叛逆期很",1
"的小孩只要有一",1
"的小孩可能真的",1
"的小孩哈哈哈之",1
"的小孩想看看我",1
"的小孩我真的無",1
"的小孩拉回來從",1
"的小孩是能多不",1
"的小孩會不想照",1
"的小孩會不會褲",1
"的小孩會哭媽媽",1
"的小孩會是怎樣",1
"的小孩會痛所以",1
"的小孩本來我家",1
"的小孩每個都很",1
"的小孩玩但發現",1
"的小孩玩然後我",1
"的小孩現在這年",1
"的小孩當然會對",1
"的小孩真的很好",1
"的小孩花費更是",1
"的小孩要我滾出",1
"的小孩謝謝你們",1
"的小孩超可愛超",1
"的小孩這是我我",1
"的小孩還有種想",1
"的小孩那些小孩",1
"的小孩都來認我",1
"的小孩都是一個",1
"的小學的時候同",1
"的小小願望就是",1
"的小李就連唯一",1
"的小白兔光防守",1
"的小魚小虫只是",1
"的小魯今年26",1
"的少子化對策失",1
"的少的錢不止這",1
"的少賀爾蒙不協",1
"的尤其自然產你",1
"的就一般朋友我",1
"的就大部份時間",1
"的就對了你有意",1
"的就是一個機會",1
"的就是婦女你要",1
"的就是無論是不",1
"的就算生出天使",1
"的就算蜉蝣壽命",1
"的就要再三思再",1
"的就覺得呵呵下",1
"的屁股這種事情",1
"的工作因為隱約",1
"的工作很多哪天",1
"的希望能跟另一",1
"的師兄師妹生存",1
"的帶下去吼一樣",1
"的常常在檢討自",1
"的幫他買了一間",1
"的幫助古人的智",1
"的平衡點我看著",1
"的年代自己創造",1
"的年收等經濟條",1
"的年紀了女26",1
"的年紀比較大所",1
"的年紀爸爸一直",1
"的年紀算晚生抓",1
"的年薪差不多但",1
"的年輕人來說真",1
"的年輕人又是為",1
"的年輕歲月成就",1
"的年齡確實讓我",1
"的幸福我一點都",1
"的幸福我想絕對",1
"的幸福而且夫妻",1
"的幹到最高點叫",1
"的幼稚園必須是",1
"的座右銘貧窮讓",1
"的廠商他們剛好",1
"的廢文p我生女",1
"的引爆彈裡為什",1
"的形象早已不是",1
"的影響不用考慮",1
"的影響如果到後",1
"的待業時間這樣",1
"的很不同我認識",1
"的很偉大討厭小",1
"的很多人只是想",1
"的很好看如果是",1
"的很底層你還有",1
"的很怕我哪天腎",1
"的很悲哀生小孩",1
"的很感慨如果生",1
"的很漫長又寂莫",1
"的很煩結婚一定",1
"的很糟糕啦但恐",1
"的很羨慕那些結",1
"的很自私怎麼可",1
"的很討人厭而我",1
"的很貴今天低成",1
"的很貴如果小孩",1
"的很辛苦羅勻綜",1
"的後來為了結婚",1
"的後果他就是不",1
"的從索馬利亞越",1
"的復健那不是做",1
"的心不安理不得",1
"的心也要當個好",1
"的心情我家就是",1
"的心態兩個人才",1
"的心態完全不實",1
"的心理準備了結",1
"的心理狀態努力",1
"的心胸去接納這",1
"的心血和努力否",1
"的必備要素但這",1
"的必要四不想跟",1
"的必要成份但是",1
"的必要未婚率加",1
"的忍者忍者世界",1
"的忍耐限度你的",1
"的快感超過一切",1
"的快我45公斤",1
"的快樂乘以無限",1
"的快樂人應該學",1
"的快樂很粗糙難",1
"的快樂是人生無",1
"的快樂答案很明",1
"的快樂要學神不",1
"的思想最近我爸",1
"的怪或許換個想",1
"的恐懼另一說是",1
"的情形本文轉錄",1
"的情感連結會覺",1
"的情況下他就是",1
"的情況下你會陰",1
"的情況下你認為",1
"的情況下如果自",1
"的情況下怎麼知",1
"的情況想跟你說",1
"的情況是單身連",1
"的情況跟我完全",1
"的情緒或其他種",1
"的想問問是否有",1
"的想問女性朋友",1
"的想法也是養小",1
"的想法但為了別",1
"的想法兩年前衝",1
"的想法最近玩了",1
"的想法只是不曉",1
"的想法同樣選擇",1
"的想法吧我們沒",1
"的想法呢是發現",1
"的想法嗎假設經",1
"的想法嗎突然覺",1
"的想法回答他們",1
"的想法是什麼呢",1
"的想法是什麼有",1
"的想法有多幼稚",1
"的想法而委屈求",1
"的想法越來越多",1
"的想法這個問題",1
"的想法這麼多我",1
"的想法養得好是",1
"的想生小孩的人",1
"的想要介紹連老",1
"的想要小孩的人",1
"的想辦法賺錢我",1
"的意志給他好的",1
"的意志而不想結",1
"的意思不過因為",1
"的意義是什麼當",1
"的意願會提高嗎",1
"的意願阿我現在",1
"的愛不願意這麼",1
"的愛差別太大了",1
"的愛情反而下降",1
"的愛情品質會下",1
"的愛情我就為老",1
"的愛沒有大於去",1
"的愛生小孩犧牲",1
"的愛用說的簡單",1
"的愛真的也是沒",1
"的愛這麼可歌可",1
"的愛還有一顆不",1
"的感動到哭會哭",1
"的感性來說希望",1
"的感情生變有了",1
"的感情總有一天",1
"的感覺傻傻呆呆",1
"的感覺又或者是",1
"的感覺所以感覺",1
"的感覺簡單來說",1
"的感覺結果造成",1
"的感覺若不考慮",1
"的感覺那次可是",1
"的慈善單位另外",1
"的慢跑鞋涼鞋籃",1
"的慾望他克制不",1
"的慾望有甚麼生",1
"的慾望為何父母",1
"的慾望羨慕的不",1
"的憂鬱很難跟沒",1
"的應該87也從",1
"的應該是自己已",1
"的懷孕就想辦法",1
"的懷疑人生拼的",1
"的戀愛也很美好",1
"的成人身上只有",1
"的成績從甲下甲",1
"的我一切是看她",1
"的我不想要擔起",1
"的我也不想生小",1
"的我也曾經聽過",1
"的我也覺得養小",1
"的我只好勉強接",1
"的我嚮往著結婚",1
"的我想表達話不",1
"的我感到莫名其",1
"的我我會覺得若",1
"的我我會說結婚",1
"的我替自己的生",1
"的我有二個女兒",1
"的我有問他們會",1
"的我爸都不知道",1
"的我真是太天真",1
"的我自己也沒小",1
"的我覺得政府要",1
"的我通通不在乎",1
"的或者覺得我這",1
"的房子兩人的小",1
"的房子在借錢給",1
"的房子把他們留",1
"的房子本來以為",1
"的房子真的太貴",1
"的房子跟我一起",1
"的房無房貸再加",1
"的房貸一個正常",1
"的所以不要請人",1
"的所以很好奇一",1
"的所以我不能忍",1
"的所以我寧可單",1
"的所以沒話語權",1
"的所得稅率單身",1
"的手機來看根本",1
"的手段我身邊的",1
"的才活下來生小",1
"的才能被輸送到",1
"的打算各位還有",1
"的批評如果真的",1
"的把錢花在無用",1
"的抱怨現在資訊",1
"的拜託別生小孩",1
"的拜託能夠不要",1
"的挑戰跟快樂你",1
"的挑戰關卡需要",1
"的挖靠過了兩年",1
"的捐款若是我會",1
"的接著你要面對",1
"的接著我突然發",1
"的提升上多了個",1
"的插曲他最需要",1
"的摩洛哥你也會",1
"的撕裂很多底層",1
"的擁抱誰叫我把",1
"的擁有自我時光",1
"的擴大如果要活",1
"的擺設完全都是",1
"的收入人生應該",1
"的收入跟存款可",1
"的改變我就對於",1
"的改變現在雖有",1
"的故事ㄧ點都不",1
"的教授嘴我同學",1
"的教育是很成功",1
"的教育環境的話",1
"的教育環境跟生",1
"的教育費是你成",1
"的教育資源培養",1
"的教育足夠的愛",1
"的教養個性和能",1
"的數量阿我現在",1
"的文幾乎是在講",1
"的文章越發覺得",1
"的新聞是結婚率",1
"的方向也可以徹",1
"的方式只有修道",1
"的方式我很確定",1
"的方式我的童年",1
"的方式脾氣理財",1
"的方法提過領養",1
"的日子不但能毫",1
"的日子不外乎1",1
"的日子大多是開",1
"的日子她在臉書",1
"的日子就是兩人",1
"的日常消費而買",1
"的日間保姆以為",1
"的早生是指在適",1
"的明明女板發這",1
"的是世上最可憐",1
"的是什麼我要得",1
"的是什麼結婚絕",1
"的是你滿足他足",1
"的是你的一生都",1
"的是你的免疫功",1
"的是你的外表剛",1
"的是優越條件人",1
"的是原po大家",1
"的是另一半，而",1
"的是問題要你處",1
"的是因為他在做",1
"的是大家為什麼",1
"的是大部份的父",1
"的是小孩還會給",1
"的是很多人並不",1
"的是很大的幸福",1
"的是感覺到自我",1
"的是我他沒得選",1
"的是我跟老公的",1
"的是扛喔因為我",1
"的是有了以後才",1
"的是有沒有錢身",1
"的是犧牲了生活",1
"的是看護太多小",1
"的是窮人真的很",1
"的是童星等級)",1
"的是結婚的CP",1
"的是自由一個人",1
"的是與其怨恨過",1
"的是買房子的一",1
"的是這樣啊因為",1
"的是還有些小孩",1
"的是除了吃三餐",1
"的時候他現在還",1
"的時候低聲下氣",1
"的時候你家的杯",1
"的時候你就要一",1
"的時候做很多壞",1
"的時候全面分析",1
"的時候再洗一洗",1
"的時候只有在他",1
"的時候可以照顧",1
"的時候同學在玩",1
"的時候因為他沒",1
"的時候因為唯有",1
"的時候在一起2",1
"的時候地球多少",1
"的時候大家應該",1
"的時候小孩不只",1
"的時候小孩在旁",1
"的時候小孩開門",1
"的時候就挺過去",1
"的時候忍耐一下",1
"的時候怎麼辦大",1
"的時候應該非常",1
"的時候我一樣仇",1
"的時候我整個心",1
"的時候我是全班",1
"的時候我自己都",1
"的時候我還要扛",1
"的時候拋開道德",1
"的時候會問我會",1
"的時候會帶著你",1
"的時候正好可以",1
"的時候沒甚麼心",1
"的時候沒話題有",1
"的時候沒辦法睡",1
"的時候父母也不",1
"的時候真的感動",1
"的時候禮貌來探",1
"的時候絕不倒下",1
"的時候臉慢慢黑",1
"的時候被長輩逼",1
"的時候要小心你",1
"的時候說實話我",1
"的時候誰還結婚",1
"的時候跟閨蜜約",1
"的時候都丟給她",1
"的時候都會在我",1
"的時候雞排店的",1
"的時候頭上的粉",1
"的時候高文音在",1
"的時光XD辛苦",1
"的時刻機會一直",1
"的時間但還是覺",1
"的時間幾乎都被",1
"的時間從女孩變",1
"的時間成本我粗",1
"的時間比快樂還",1
"的時間適必變少",1
"的時間還有從你",1
"的時間還有這個",1
"的時間還要輪夜",1
"的時間都少了或",1
"的時間都沒有你",1
"的智慧而不是像",1
"的更用力的時候",1
"的書法老師和子",1
"的會不會越來越",1
"的會供給小孩的",1
"的會有壓力我完",1
"的會自己去運動",1
"的會被親戚朋友",1
"的會開始比較有",1
"的月子中心都住",1
"的月子就可以回",1
"的月費用500",1
"的有不少人後悔",1
"的有了小孩以後",1
"的有了就會改變",1
"的有人有一樣的",1
"的有人生小孩的",1
"的有多辛苦求學",1
"的有意義的多社",1
"的有限然後你不",1
"的有點品質沒有",1
"的朋友A聊起職",1
"的朋友H說小產",1
"的朋友一個個結",1
"的朋友但想起來",1
"的朋友們是怎麼",1
"的朋友家人也安",1
"的朋友漸行漸遠",1
"的朋友生了他去",1
"的朋友都覺得結",1
"的未來嗎可是我",1
"的未來是不是我",1
"的未來會是不確",1
"的未知生活與其",1
"的本來他們家富",1
"的本心可能是我",1
"的本能吧不然人",1
"的本質都是自私",1
"的本身有選擇困",1
"的杯子全部被他",1
"的東西很多例如",1
"的東西有沒有帶",1
"的東西沒以前這",1
"的東西為了讓他",1
"的東西自己收拾",1
"的東西越好吃的",1
"的東西越美味旅",1
"的東西還有伴隨",1
"的東西都不給他",1
"的東西都會不一",1
"的林可彤去年2",1
"的根本就是以家",1
"的栽培對不起高",1
"的條件讓我覺得",1
"的概念但我自己",1
"的概念嗎如果有",1
"的概念就是要維",1
"的概念至於階級",1
"的樂園但六年過",1
"的標準根本大於",1
"的標準而且他們",1
"的模樣臉上洋溢",1
"的樣子就覺得得",1
"的樣子會提升女",1
"的樣貌可以被改",1
"的機會全家去南",1
"的機會就這樣G",1
"的機會或資源Q",1
"的機率又沒有很",1
"的機率比較高3",1
"的機率比較高但",1
"的機率生下來有",1
"的機票跟花費後",1
"的機遇經濟狀況",1
"的權利但你們窮",1
"的權利都沒有媽",1
"的權利都沒有時",1
"的權力然後他在",1
"的欸我扛著小孩",1
"的歡娛必須付出",1
"的正妹帥哥臉上",1
"的步調跟計畫都",1
"的殺父母的負面",1
"的母愛你為小孩",1
"的母親可以把我",1
"的母親我無法想",1
"的母親或者不生",1
"的母親請問各位",1
"的每天工作十六",1
"的毒雞湯什麼不",1
"的比上一代還差",1
"的比不完啦真要",1
"的比別人努力十",1
"的比較招他們家",1
"的毛病可能才是",1
"的水晶鞋失落在",1
"的求知慾滿足他",1
"的汗臭味國中開",1
"的決定啦有人是",1
"的沒了就是沒了",1
"的沒什麼好擔心",1
"的沒有你只問你",1
"的沒結婚但是有",1
"的沒辦法做人要",1
"的沒騙人更不要",1
"的注入你們讓小",1
"的活得很累整個",1
"的活著各位女孩",1
"的消費無非兩件",1
"的消費項目開刀",1
"的滾啦拒絕階級",1
"的滿山滿谷最近",1
"的滿足好還要更",1
"的漂亮女孩點了",1
"的為什麼窮人還",1
"的為什麼還會有",1
"的為什麼還要生",1
"的烏龜被兔子輕",1
"的無法感同身受",1
"的無法我唯一能",1
"的無色界天神沒",1
"的照護六十歲還",1
"的照顧完全不一",1
"的照顧時間只要",1
"的照顧費用生產",1
"的照顧跟教育問",1
"的父母不外乎會",1
"的父母了這段話",1
"的父母們都六七",1
"的父母只會說它",1
"的父母小孩在玩",1
"的父母就是好父",1
"的父母從小到大",1
"的父母抱怨文深",1
"的父母根本是兩",1
"的父母現在的你",1
"的父母生小孩就",1
"的父母說只希望",1
"的父母輩真的都",1
"的父母這些人可",1
"的父母非常想要",1
"的爸爸不存在只",1
"的爸爸媽媽如果",1
"的爸爸聽到後馬",1
"的版友們分享分",1
"的物件都是這樣",1
"的物價便當和麵",1
"的物價與房價當",1
"的物慾老一輩開",1
"的物質多缺乏我",1
"的物質生活很好",1
"的物質生活我應",1
"的狀態大家怎麼",1
"的狀態就是了X",1
"的狀況啊可以分",1
"的狗屁竭盡所能",1
"的狗屎愛情付出",1
"的狗狗長大了也",1
"的王子在她後面",1
"的玻尿酸怎麼可",1
"的珍珠奶茶然後",1
"的現在和將來學",1
"的現在會開始想",1
"的現實世界倒不",1
"的理想男人感覺",1
"的理想除了被傳",1
"的理由1家族企",1
"的理由他說不然",1
"的理由前四項和",1
"的理由和傳統老",1
"的理由唯一缺點",1
"的理由居多那麼",1
"的理由是什麼呢",1
"的理由是什麼看",1
"的理由是什麼那",1
"的理由比較合理",1
"的環保生小孩就",1
"的環境裡養育孩",1
"的甚至就不結婚",1
"的生出來所有人",1
"的生子慾望嗎先",1
"的生存壓力感謝",1
"的生小孩壓力嗎",1
"的生活60歲以",1
"的生活不能說多",1
"的生活也一定要",1
"的生活假日的日",1
"的生活品質也相",1
"的生活品質也認",1
"的生活品質另外",1
"的生活品質既然",1
"的生活品質是不",1
"的生活品質沒錢",1
"的生活品質都找",1
"的生活增加更多",1
"的生活如果要孩",1
"的生活已經不知",1
"的生活應該可以",1
"的生活我覺得媽",1
"的生活方式有時",1
"的生活模樣五對",1
"的生活水準也就",1
"的生活沒有煩惱",1
"的生活環境基本",1
"的生活當有了小",1
"的生活著有小孩",1
"的生活費ex每",1
"的生活費房貸剩",1
"的生活費教育費",1
"的生活這太基本",1
"的生活過得多無",1
"的生活養貓貓還",1
"的生物一直以來",1
"的生物才會做的",1
"的生物才會越生",1
"的生的出來那為",1
"的生育時間但會",1
"的生育率台灣在",1
"的生育率非常低",1
"的產業2現在一",1
"的男人似乎並不",1
"的男人但是他對",1
"的男友現在卻在",1
"的男性丟給老婆",1
"的男方出社會以",1
"的男方還是有的",1
"的男生也有但生",1
"的男生是不是就",1
"的男生是不是應",1
"的畫在白板上嗎",1
"的畫布上次我媽",1
"的畫板很好很有",1
"的當你在復健的",1
"的當你生了小孩",1
"的疼痛生小孩這",1
"的病房之後去月",1
"的病浪費到錢飲",1
"的痛苦，在往後",1
"的痛苦且現在這",1
"的痛苦堪稱世界",1
"的痛苦宣告的只",1
"的痛苦就不贅述",1
"的痛苦感到底是",1
"的痛苦憑啥要社",1
"的發牢騷期待接",1
"的白色內褲總是",1
"的白領中產看上",1
"的百分之五或一",1
"的的吧我一直覺",1
"的的滿山滿谷最",1
"的皺紋35歲沒",1
"的皺紋是要抹都",1
"的目標這就跟你",1
"的目的是與其怨",1
"的盲點是什麼期",1
"的直到去年爺爺",1
"的直接送安養院",1
"的相處關係擺脫",1
"的看到身邊的父",1
"的看女遊民喝醉",1
"的看法吧謝謝為",1
"的看法活到現在",1
"的看法謝謝之前",1
"的看病也是妳不",1
"的真不是錢把有",1
"的真心好奇下定",1
"的眼光沒有去追",1
"的眼光看他讓他",1
"的眼淚這些都是",1
"的矛盾才造成台",1
"的知道那些生了",1
"的石田百合子外",1
"的碗盤杯子當他",1
"的確不是為了拯",1
"的確不適合生小",1
"的確是不多如題",1
"的確是事實不過",1
"的確是到了適婚",1
"的社會了再也不",1
"的社會以鼓勵女",1
"的神活著就是整",1
"的福利希望大家",1
"的禮物我老公早",1
"的萬物論訪問主",1
"的秘密一樣穿著",1
"的稅建造的看病",1
"的稅缺點是其他",1
"的程度由你自己",1
"的種種不外乎是",1
"的種種困難讓她",1
"的空間要嘛生要",1
"的窮人寫照有人",1
"的窮忙而他們要",1
"的窮父母也沒高",1
"的立場就是不婚",1
"的立場是因為很",1
"的立論點啦老實",1
"的童年完全不快",1
"的笑容跟著笑別",1
"的第一個條件你",1
"的答案生活這個",1
"的簡單執行起來",1
"的粉紅泡泡一個",1
"的精神得到了修",1
"的糖果發現自己",1
"的糟糕的事到了",1
"的純愛熱潮等也",1
"的細節美麗喔還",1
"的終身不婚時代",1
"的結了也不敢生",1
"的結晶純粹想要",1
"的結論，但還是",1
"的結論就是你以",1
"的結論是結婚或",1
"的絕大部分都省",1
"的絕對可以叫少",1
"的絕對條件那你",1
"的絕對比應付你",1
"的給他衣食無缺",1
"的給版上的參考",1
"的經歷怎麼解決",1
"的經濟以至於許",1
"的經濟壓力一定",1
"的經濟壓力就小",1
"的經濟狀況更成",1
"的經濟狀況非常",1
"的經驗分享一方",1
"的經驗我覺得結",1
"的經驗我跟男友",1
"的維持你器官的",1
"的緊急聯絡人我",1
"的繁殖難道就不",1
"的美式餐廳嗎林",1
"的習慣一直被老",1
"的老公也湊過來",1
"的老大下面有兩",1
"的老年負責願意",1
"的考量啦情感面",1
"的而不是過生活",1
"的而且也可促進",1
"的而已只要他要",1
"的聰明但蠻皮的",1
"的聲音如果人生",1
"的職場更好笑女",1
"的職業我不記得",1
"的肩膀上這樣施",1
"的育嬰假實在無",1
"的胃酸輾過一輪",1
"的背在我眼前高",1
"的能力唯有擁有",1
"的能力範圍給他",1
"的能力輕鬆做到",1
"的脂肪怎樣才能",1
"的脂肪數是固定",1
"的脂肪讓你抽來",1
"的腦殘心甘情願",1
"的膝蓋和腳踝才",1
"的膝蓋和腳踝的",1
"的膠原蛋白修復",1
"的自卑感更顯出",1
"的自在自由所以",1
"的自己對不起我",1
"的自己想要把事",1
"的自我修復能力",1
"的自由我認同生",1
"的自私一點結婚",1
"的興趣並且實踐",1
"的興趣等像每周",1
"的舊傷有時候發",1
"的色界天神他們",1
"的菁英主義而孩",1
"的菸我躺在石頭",1
"的處境逐漸貧困",1
"的血統但是當談",1
"的行為因為小孩",1
"的行為就像自己",1
"的衛兵長邊解褲",1
"的衝動就像是準",1
"的衣服像流浪漢",1
"的衣服期待她穿",1
"的表現是自我的",1
"的表達我們的立",1
"的裝潢上啊現在",1
"的褲子總是穿一",1
"的要全糖我能理",1
"的要哄該陪的也",1
"的要富養真的很",1
"的要把歪掉的小",1
"的要抱該哄的要",1
"的要求如果不結",1
"的要求就是無私",1
"的要求過高常聽",1
"的要生可能也是",1
"的要繳的也只有",1
"的要花很多錢看",1
"的要花錢之類可",1
"的要養兒防老還",1
"的見證下宣誓承",1
"的規劃是買房生",1
"的親戚知道你沒",1
"的覺得他活著對",1
"的覺得台灣環境",1
"的覺得大多數父",1
"的覺得帶小孩滿",1
"的覺得很鬱悶自",1
"的覺醒前輩可以",1
"的觀念這根本來",1
"的角度來看根本",1
"的觸碰除了我老",1
"的計畫生活作息",1
"的計算就會越來",1
"的討論其中一些",1
"的許多事有甚麼",1
"的訴求其實算是",1
"的話一個月要存",1
"的話也別結婚別",1
"的話他沒辦法跟",1
"的話最早30在",1
"的話各位板友好",1
"的話大家還會選",1
"的話太多了乾脆",1
"的話她們未必要",1
"的話小孩現在應",1
"的話就對了照著",1
"的話就生沒關係",1
"的話就高齡產婦",1
"的話感覺可以存",1
"的話我一定會毫",1
"的話我也樂得輕",1
"的話我個人是還",1
"的話我自己會想",1
"的話我非常可以",1
"的話把書念好畢",1
"的話挺悲哀的原",1
"的話會很痛苦還",1
"的話會早生還晚",1
"的話板上熱烈討",1
"的話結婚幹嘛然",1
"的話要做到讓小",1
"的話誰來陪伴我",1
"的話那叫自己小",1
"的話那就真的沒",1
"的話題這位女同",1
"的該問的是犧牲",1
"的語氣回答一定",1
"的語氣對我說絕",1
"的誤會是因為你",1
"的說不定房子都",1
"的說我的母親可",1
"的說法是不能接",1
"的說法沒有工作",1
"的說要不是你我",1
"的談一輩子的戀",1
"的談什麼負責最",1
"的請病假都是在",1
"的論調完全都不",1
"的證明自己能做",1
"的議題時若有人",1
"的負擔所以不要",1
"的負面新聞等養",1
"的負面案例讓我",1
"的財產一部份給",1
"的貧富差距了搞",1
"的貧富差距同時",1
"的責任不代表就",1
"的責任不要再把",1
"的責任加上對寵",1
"的責任感該抱的",1
"的責任歸到媽媽",1
"的責任沒那麼簡",1
"的買房已經不是",1
"的費用前景非常",1
"的資源就算是有",1
"的資源至少安全",1
"的資源跟教育也",1
"的購買各類流行",1
"的贏家最後幾乎",1
"的走完一生吧這",1
"的超可愛的但也",1
"的超噴錢的愛用",1
"的超慘瘦回生產",1
"的越多幾百隻幾",1
"的越深越多就越",1
"的跟一堆亂曬醜",1
"的跟一年在TS",1
"的跟狗一樣的懷",1
"的路很平凡自學",1
"的路怎麼辦想到",1
"的路結婚生小孩",1
"的身份不見了她",1
"的身後點了點頭",1
"的身體不好的就",1
"的身體和顏面傷",1
"的身體放鬆甚至",1
"的身體自我保護",1
"的車喔他們都不",1
"的軼事他說你們",1
"的轉捩點共勉之",1
"的辛勞翻攝林可",1
"的辛苦不結婚也",1
"的辛苦她舉出7",1
"的迪士尼小孩竟",1
"的這不是災難甚",1
"的這些群體成了",1
"的這本來就是會",1
"的這麼嚴重嗎若",1
"的這麼小就知道",1
"的這麼廢我跟我",1
"的通通送24小",1
"的通通都得給但",1
"的速度永遠比大",1
"的遇不到對的人",1
"的運動用品到底",1
"的運動褲喔現在",1
"的運動褲已經穿",1
"的運動褲而是小",1
"的過的慈善單位",1
"的過程光聽都全",1
"的過程再重新活",1
"的過還少一個人",1
"的選擇一夫多妻",1
"的選擇不同的選",1
"的選擇他會是你",1
"的選擇就有不同",1
"的選擇這篇的目",1
"的選擇題各位會",1
"的選項我自己就",1
"的遺傳和遺傳小",1
"的還可以用還在",1
"的還可以瘦下來",1
"的還是時時刻刻",1
"的還是沒有很喜",1
"的還是結婚生子",1
"的還是說大部份",1
"的還會捨不得到",1
"的還要陪小孩我",1
"的邏輯是不是死",1
"的那些你要為了",1
"的那些問題對他",1
"的那些奢侈消費",1
"的那些災難就好",1
"的那些父母也已",1
"的那些錢有經驗",1
"的那個或者上帝",1
"的那個永遠追不",1
"的那時我和老婆",1
"的那種無條件沒",1
"的那種用不完想",1
"的那種花錢事小",1
"的那跟男女間的",1
"的那麼崩潰但多",1
"的那點耐心正面",1
"的部份顧慮到教",1
"的部分原因是為",1
"的部分的話各位",1
"的部分若不結婚",1
"的都不敢出國要",1
"的都不是原本要",1
"的都不要生大家",1
"的都可以可怕的",1
"的都可以應付嗎",1
"的都敢生為什麼",1
"的都是屁錢乖乖",1
"的都是已經以身",1
"的都是這樣走來",1
"的都會被問到煩",1
"的都沒用走偏了",1
"的都蠻自私的以",1
"的都要自己先找",1
"的配偶養不起小",1
"的配方裡多加了",1
"的醫療人員就會",1
"的重要原因因為",1
"的金字塔頂端不",1
"的金錢可以維持",1
"的金錢和時間在",1
"的錢不夠來擋女",1
"的錢不止這些而",1
"的錢就是只給我",1
"的錢幫你們養家",1
"的錢穩健投資養",1
"的錢足夠環遊世",1
"的錢還可以過悠",1
"的錢都拿走他還",1
"的錢都是自己的",1
"的錢養老其實還",1
"的鐵皮工廠老闆",1
"的長輩們卻還是",1
"的長輩聽到只會",1
"的開始缺點是大",1
"的開放時間約好",1
"的開放社會結果",1
"的開銷真的頗大",1
"的關係常常哭大",1
"的關係從很久以",1
"的關係是相對牢",1
"的關係有可能是",1
"的關係有部分生",1
"的關係有點朋友",1
"的關係真的會開",1
"的關係醫生說最",1
"的關念似乎在現",1
"的阿哩阿雜一堆",1
"的降級方案自然",1
"的除了跟對人還",1
"的除外生小孩的",1
"的陪伴照顧和外",1
"的陰道和洞口的",1
"的陰道彈性和維",1
"的障礙所以不打",1
"的隨著歲數增長",1
"的隱私就像是進",1
"的雖然要這麼偏",1
"的雙薪家庭並保",1
"的難以接受這種",1
"的零頭養個孩子",1
"的電影和自己是",1
"的電玩和漫畫是",1
"的電視跟小孩有",1
"的需求也不一定",1
"的需要付出極多",1
"的震撼應該是一",1
"的音樂已經跟不",1
"的項目結婚生育",1
"的頗大可能也要",1
"的領域發展過著",1
"的頭期款然後買",1
"的顏文字這些都",1
"的願望不過現階",1
"的風景不同的細",1
"的風險太高了不",1
"的風險與後遺症",1
"的食物普通但沒",1
"的食物運氣好的",1
"的食衣住行必須",1
"的養到大50的",1
"的養孩子的標準",1
"的養小孩方式其",1
"的養小孩法聽起",1
"的養小孩要花多",1
"的養育標準就好",1
"的骨肉有強烈的",1
"的體術也學得比",1
"的體質QQ2掉",1
"的體重但是脂肪",1
"的高品質生活可",1
"的高血壓的失智",1
"的鬆弛性愛品質",1
"的鳥鳥肛門很多",1
"的黑暗面我不是",1
"的點她的反應卻",1
"的齋主也認識幾",1
"皆健康And2",1
"皇室家族成員有",1
"皮工廠老闆壓榨",1
"皮帶同學都認為",1
"皮我死都不肯我",1
"皮搗蛋不聽話再",1
"皮的但我姐聽了",1
"皮討厭坐在沙子",1
"皮變鬆妊娠紋4",1
"皺紋35歲沒生",1
"皺紋是要抹都抹",1
"盆會變寬的體質",1
"益就悶不吭聲想",1
"益留一小筆幾百",1
"益者啥都不用做",1
"益被侵犯就大鳴",1
"盡什麼責任不知",1
"盡到社會責任我",1
"盡所能的去拼才",1
